Customer_ID,Age,Employment_Status,Annual_Income,Credit_Score,Credit_Limit,Credit_Utilization,Existing_Debt,Payment_History,Delinquency_Flag,Annual_Income_Cleaned,Credit_Score_Cleaned
GELD-10603,54,Employed,154214.0,701.0,27013,0.4714139872228229,39734,1,0,154214.0,701.0
GELD-10604,42,Employed,53763.0,572.0,7907,0.9051370291142856,8068,2,1,53763.0,572.0
GELD-10605,60,Self-Employed,67999.0,706.0,11835,0.6487631322475758,13156,1,0,67999.0,706.0
GELD-10606,28,Self-Employed,56276.0,625.0,11846,0.6037399541299383,11754,0,0,56276.0,625.0
GELD-10607,23,Employed,19648.0,570.0,6466,0.790817216886066,3802,1,0,19648.0,570.0
GELD-10608,18,Employed,12000.0,504.0,1213,0.9284214620875928,2155,2,1,12000.0,504.0
GELD-10609,55,Employed,39434.0,659.0,7068,0.5590646499323711,13024,0,0,39434.0,659.0
GELD-10610,45,Employed,28958.0,566.0,1844,0.7516153983915866,7222,0,0,28958.0,566.0
GELD-10611,37,Student,23327.0,566.0,3215,0.8764853817499451,37190,1,0,23327.0,566.0
GELD-10612,41,Employed,51441.0,692.0,11001,0.5303913625936034,17367,0,0,51441.0,692.0
GELD-10613,24,Employed,23183.0,533.0,6470,0.7276170353220228,4942,1,0,23183.0,533.0
GELD-10614,67,Employed,,589.0,11705,0.656947631665624,21574,0,0,44583.0,589.0
GELD-10615,39,Self-Employed,32702.0,546.0,6190,0.802417772746945,7603,2,0,32702.0,546.0
GELD-10616,39,Employed,38365.0,654.0,7926,0.8686665290719497,20378,0,0,38365.0,654.0
GELD-10617,46,Employed,55861.0,645.0,10114,0.5758687524205434,9943,1,0,55861.0,645.0
GELD-10618,43,Employed,86072.0,651.0,17737,0.6519572226144364,20830,0,0,86072.0,651.0
GELD-10619,40,Employed,67897.0,609.0,12447,0.9520219512416864,10780,2,0,67897.0,609.0
GELD-10620,28,Employed,60581.0,634.0,8345,0.6370861348185515,10501,0,0,60581.0,634.0
GELD-10621,43,Employed,56114.0,585.0,8936,0.6208677096209103,9883,1,0,56114.0,585.0
GELD-10622,60,Employed,64867.0,677.0,11628,0.5898333912966962,21473,2,0,64867.0,677.0
GELD-10623,54,Unemployed,12000.0,523.0,1394,1.018913559512873,2632,1,1,12000.0,523.0
GELD-10624,57,Self-Employed,34081.0,582.0,7432,0.6549212518874017,2573,1,0,34081.0,582.0
GELD-10625,31,Student,12000.0,519.0,1980,0.9193115511663522,24650,1,1,12000.0,519.0
GELD-10626,26,Employed,33417.0,561.0,5995,0.9346867678562424,4569,0,0,33417.0,561.0
GELD-10627,36,Student,,556.0,4778,0.8558457249607372,33228,2,1,44583.0,556.0
GELD-10628,38,Employed,43639.0,619.0,7643,0.4636899418658986,13960,0,0,43639.0,619.0
GELD-10629,51,Employed,169858.0,569.0,29516,0.936467192338588,20036,3,1,169858.0,569.0
GELD-10630,18,Employed,26606.0,520.0,3343,0.7080240913998559,3286,0,0,26606.0,520.0
GELD-10631,56,Employed,28798.0,600.0,6253,0.6123215503731912,2992,2,0,28798.0,600.0
GELD-10632,36,Employed,51001.0,687.0,10594,0.6282560390345111,8818,1,0,51001.0,687.0
GELD-10633,32,Employed,68439.0,569.0,11692,0.8576358281927912,7029,1,0,68439.0,569.0
GELD-10634,25,Employed,115037.0,668.0,20946,1.0267642253941556,12218,1,0,115037.0,668.0
GELD-10635,18,Employed,20776.0,630.0,6107,0.5329782159768692,3826,0,0,20776.0,630.0
GELD-10636,47,Employed,26579.0,538.0,3541,0.8630872623399102,6083,0,0,26579.0,538.0
GELD-10637,38,Employed,78243.0,662.0,12968,0.7709354027594723,10972,1,0,78243.0,662.0
GELD-10638,22,Employed,14553.0,514.0,6189,0.796352921185806,3394,3,1,14553.0,514.0
GELD-10639,22,Self-Employed,22260.0,537.0,3279,1.0881673014893485,4697,0,1,22260.0,537.0
GELD-10640,33,Self-Employed,48246.0,565.0,9455,1.1,12089,2,0,48246.0,565.0
GELD-10641,58,Employed,52505.0,610.0,7444,0.7731824040318878,6991,1,0,52505.0,610.0
GELD-10642,34,Employed,73874.0,768.0,15485,0.3152146628721602,32981,0,0,73874.0,768.0
GELD-10643,19,Employed,19914.0,598.0,4560,0.538448290414266,2548,0,0,19914.0,598.0
GELD-10644,35,Self-Employed,47897.0,662.0,10809,0.6769733544117006,7529,0,0,47897.0,662.0
GELD-10645,34,Employed,53829.0,636.0,6438,0.7517984336592454,13353,2,1,53829.0,636.0
GELD-10646,18,Employed,28974.0,483.0,4289,1.1,6132,0,0,28974.0,483.0
GELD-10647,37,Employed,56614.0,639.0,9269,0.6875062647493584,16039,0,0,56614.0,639.0
GELD-10648,35,Employed,65920.0,679.0,13596,0.5882730184601399,11757,1,0,65920.0,679.0
GELD-10649,46,Employed,79199.0,613.0,12359,0.7469842084977394,9788,0,0,79199.0,613.0
GELD-10650,60,Self-Employed,64646.0,710.0,12193,0.5801189949415648,7091,0,0,64646.0,710.0
GELD-10651,51,Employed,66443.0,685.0,12886,0.536773482708559,27335,0,0,66443.0,685.0
GELD-10652,34,Employed,26582.0,677.0,5594,0.9686170527096312,4754,0,1,26582.0,677.0
GELD-10653,24,Self-Employed,27707.0,550.0,4342,0.8295050645879274,5231,2,0,27707.0,550.0
GELD-10654,68,Self-Employed,50417.0,605.0,7662,0.5340566523407368,20923,0,0,50417.0,605.0
GELD-10655,38,Employed,75208.0,621.0,10709,0.6937465851021218,12471,1,1,75208.0,621.0
GELD-10656,38,Employed,39673.0,675.0,10627,0.8024583252767801,8087,0,0,39673.0,675.0
GELD-10657,37,Employed,40272.0,511.0,4294,0.9125809448712572,5379,0,0,40272.0,511.0
GELD-10658,40,Unemployed,12000.0,436.0,500,0.9440743308422442,1433,2,1,12000.0,436.0
GELD-10659,36,Employed,68967.0,634.0,13886,1.0253516038823456,29652,2,1,68967.0,634.0
GELD-10660,31,Unemployed,12940.0,504.0,1090,1.078815354898422,5594,2,1,12940.0,504.0
GELD-10661,31,Employed,45100.0,599.0,7309,0.579697943453887,13698,4,1,45100.0,599.0
GELD-10662,37,Employed,81518.0,691.0,16005,0.422960140339054,24430,1,0,81518.0,691.0
GELD-10663,31,Employed,57271.0,583.0,11761,0.6502535947276089,15635,0,0,57271.0,583.0
GELD-10664,29,Employed,51229.0,508.0,6074,0.6079735004461303,7695,3,0,51229.0,508.0
GELD-10665,39,Employed,49260.0,717.0,11069,0.8678321878925387,11171,1,0,49260.0,717.0
GELD-10666,34,Employed,75809.0,584.0,10284,0.7257114300160326,12512,0,0,75809.0,584.0
GELD-10667,56,Employed,62724.0,601.0,10636,0.5494342861808046,4494,2,0,62724.0,601.0
GELD-10668,18,Student,15086.0,589.0,3916,0.7351713562288252,37863,4,1,15086.0,589.0
GELD-10669,51,Employed,36919.0,601.0,6073,0.5379515892910707,9305,1,0,36919.0,601.0
GELD-10670,52,Self-Employed,68401.0,650.0,12274,0.8364084302504466,8153,0,0,68401.0,650.0
GELD-10671,18,Employed,21347.0,579.0,2511,0.8561373194931599,3731,2,0,21347.0,579.0
GELD-10672,33,Employed,36637.0,647.0,8257,0.7786352205410281,11267,0,0,36637.0,647.0
GELD-10673,33,Employed,53912.0,594.0,11362,0.7478198737943555,11474,2,0,53912.0,594.0
GELD-10674,21,Employed,28815.0,643.0,5250,0.738814988783173,2948,0,0,28815.0,643.0
GELD-10675,28,Unemployed,30213.0,432.0,2373,0.8999339674057845,3754,2,1,30213.0,432.0
GELD-10676,24,Employed,24933.0,606.0,6401,0.8539927400911869,10581,1,1,24933.0,606.0
GELD-10677,59,Employed,32578.0,586.0,8252,0.8723058037384179,6752,2,1,32578.0,586.0
GELD-10678,49,Employed,61258.0,710.0,10728,0.6000084545826749,18887,2,0,61258.0,710.0
GELD-10679,53,Employed,21298.0,615.0,5011,0.9518719013620512,8970,0,0,21298.0,615.0
GELD-10680,46,Employed,51980.0,594.0,9913,0.9102257014725657,8734,3,1,51980.0,594.0
GELD-10681,24,Self-Employed,27284.0,603.0,5793,0.5652523618206794,6341,0,1,27284.0,603.0
GELD-10682,31,Self-Employed,77464.0,676.0,11072,0.4716534403106477,7121,0,0,77464.0,676.0
GELD-10683,43,Employed,83962.0,688.0,16729,0.4257143135165632,13297,0,0,83962.0,688.0
GELD-10684,23,Employed,21595.0,512.0,5734,0.7270343926553967,5489,0,0,21595.0,512.0
GELD-10685,46,Employed,50626.0,602.0,9604,0.791497634482708,9465,0,0,50626.0,602.0
GELD-10686,35,Employed,38378.0,598.0,5974,1.1,9283,4,1,38378.0,598.0
GELD-10687,33,Employed,32609.0,,5687,0.7550741274604327,9549,3,1,32609.0,607.5
GELD-10688,46,Employed,62283.0,,15165,0.6621959388724932,15733,0,0,62283.0,607.5
GELD-10689,43,Employed,30542.0,501.0,5964,0.9628834221904488,7038,1,0,30542.0,501.0
GELD-10690,33,Employed,44955.0,618.0,9827,0.7772170481939209,9796,0,0,44955.0,618.0
GELD-10691,51,Employed,34619.0,604.0,7599,0.6153217372163348,5568,2,1,34619.0,604.0
GELD-10692,25,Employed,69380.0,572.0,10711,0.6948397526564635,9680,1,0,69380.0,572.0
GELD-10693,45,Employed,121861.0,659.0,20840,0.7379342195312967,42314,1,0,121861.0,659.0
GELD-10694,45,Employed,30160.0,594.0,6099,0.6727263334028752,8360,0,0,30160.0,594.0
GELD-10695,34,Self-Employed,23532.0,401.0,2572,0.9390273089844732,3464,3,1,23532.0,401.0
GELD-10696,41,Employed,51215.0,585.0,11475,0.6851073513004995,10608,1,0,51215.0,585.0
GELD-10697,22,Employed,27280.0,523.0,6183,0.9494134362743007,3156,0,1,27280.0,523.0
GELD-10698,49,Employed,59778.0,667.0,9843,0.4982222446058454,9968,0,0,59778.0,667.0
GELD-10699,35,Unemployed,12000.0,491.0,1973,0.8997707549093612,3001,1,0,12000.0,491.0
GELD-10700,31,Employed,49499.0,592.0,10185,1.1,11089,1,0,49499.0,592.0
GELD-10701,50,Employed,63919.0,723.0,14530,0.6902513948233303,13516,0,0,63919.0,723.0
GELD-10702,29,Employed,86525.0,687.0,15400,0.4751636387354143,12267,2,0,86525.0,687.0
GELD-10703,21,Self-Employed,12000.0,596.0,7899,0.7749200854760796,1568,2,1,12000.0,596.0
GELD-10704,19,Student,12000.0,508.0,500,0.8239588882765745,47260,0,0,12000.0,508.0
GELD-10705,45,Employed,59647.0,661.0,10220,1.0390899822086637,23709,0,0,59647.0,661.0
GELD-10706,22,Unemployed,12000.0,500.0,2150,0.705914994063957,3018,1,0,12000.0,500.0
GELD-10707,59,Unemployed,17710.0,563.0,6965,0.635613157017731,3337,2,0,17710.0,563.0
GELD-10708,18,Unemployed,12000.0,526.0,1013,1.025986354825026,3954,2,0,12000.0,526.0
GELD-10709,58,Employed,53178.0,617.0,9683,0.6072352600751936,7665,1,0,53178.0,617.0
GELD-10710,40,Employed,69578.0,711.0,15850,0.813584083626847,21406,2,0,69578.0,711.0
GELD-10711,36,Employed,,595.0,7911,0.7881864294933176,6602,0,0,44583.0,595.0
GELD-10712,31,Self-Employed,23600.0,608.0,4982,0.9375254908072026,3827,2,0,23600.0,608.0
GELD-10713,42,Employed,44672.0,687.0,10915,0.4557582838411558,7895,2,0,44672.0,687.0
GELD-10714,37,Employed,86098.0,700.0,16923,0.4318440748630241,16693,0,0,86098.0,700.0
GELD-10715,51,Employed,,560.0,9608,0.802851433974606,13553,3,1,44583.0,560.0
GELD-10716,39,Self-Employed,37015.0,625.0,9739,0.8223796698051893,4435,1,0,37015.0,625.0
GELD-10717,39,Self-Employed,82170.0,690.0,16206,0.3908502338187641,13027,0,0,82170.0,690.0
GELD-10718,33,Employed,46683.0,648.0,10104,0.784798379298943,10249,1,1,46683.0,648.0
GELD-10719,37,Self-Employed,43063.0,550.0,7680,0.8690804718483727,10867,2,0,43063.0,550.0
GELD-10720,41,Employed,57945.0,594.0,11117,0.8341575603916306,5915,1,0,57945.0,594.0
GELD-10721,18,Self-Employed,38318.0,622.0,8026,0.5998957739729881,5639,0,0,38318.0,622.0
GELD-10722,21,Employed,79112.0,580.0,13305,0.997753469113198,7935,2,1,79112.0,580.0
GELD-10723,46,Employed,78610.0,640.0,16106,0.4800766321881436,11997,0,0,78610.0,640.0
GELD-10724,40,Unemployed,13695.0,619.0,6470,0.7466131446450791,2321,2,1,13695.0,619.0
GELD-10725,35,Employed,43144.0,600.0,6010,0.8457342606289731,10650,0,0,43144.0,600.0
GELD-10726,38,Self-Employed,34144.0,562.0,6252,0.6302883078053567,2757,3,0,34144.0,562.0
GELD-10727,42,Employed,55717.0,582.0,8800,0.5315224200601304,14608,0,0,55717.0,582.0
GELD-10728,31,Employed,56853.0,627.0,10347,0.996359030933656,9362,2,1,56853.0,627.0
GELD-10729,28,Employed,33345.0,516.0,5893,0.9882947045624306,5874,2,1,33345.0,516.0
GELD-10730,40,Employed,50067.0,605.0,10404,0.8431893145735014,14907,1,1,50067.0,605.0
GELD-10731,26,Employed,64840.0,628.0,11861,0.6629907013610146,22418,2,0,64840.0,628.0
GELD-10732,42,Employed,63715.0,699.0,10269,0.6283084900989437,9898,0,0,63715.0,699.0
GELD-10733,18,Employed,33988.0,601.0,5468,0.7293570653173592,5265,1,0,33988.0,601.0
GELD-10734,50,Employed,61755.0,608.0,12551,0.8757559285883708,10820,0,0,61755.0,608.0
GELD-10735,43,Student,12000.0,627.0,500,0.789512803994049,32633,2,0,12000.0,627.0
GELD-10736,41,Student,12000.0,551.0,4499,0.6481020277243885,31587,1,0,12000.0,551.0
GELD-10737,49,Employed,31586.0,550.0,6419,0.6426884694641045,6297,0,0,31586.0,550.0
GELD-10738,57,Self-Employed,120951.0,705.0,23806,0.8219536065957371,18753,0,0,120951.0,705.0
GELD-10739,50,Employed,54505.0,708.0,11621,0.3878620938278155,11443,3,0,54505.0,708.0
GELD-10740,18,Employed,24481.0,567.0,1786,0.9854892077214656,9790,1,0,24481.0,567.0
GELD-10741,22,Self-Employed,17834.0,558.0,4364,0.6910709033067144,3451,0,0,17834.0,558.0
GELD-10742,30,Unemployed,30452.0,624.0,8711,0.4570233747402287,4544,1,0,30452.0,624.0
GELD-10743,38,Employed,33423.0,526.0,6868,0.946707339259238,6051,3,1,33423.0,526.0
GELD-10744,44,Self-Employed,44668.0,553.0,6660,0.8717920918068847,9494,2,1,44668.0,553.0
GELD-10745,29,Employed,65324.0,535.0,10558,0.7934342687783695,12344,1,1,65324.0,535.0
GELD-10746,40,Student,14195.0,585.0,2859,0.6577322201837734,37997,1,0,14195.0,585.0
GELD-10747,28,Employed,83372.0,641.0,13814,0.9633570991047312,8676,0,0,83372.0,641.0
GELD-10748,30,Employed,122201.0,751.0,24281,0.533925043178999,31789,1,0,122201.0,751.0
GELD-10749,21,Employed,34017.0,585.0,4836,0.6938921685324217,4804,0,0,34017.0,585.0
GELD-10750,26,Employed,33684.0,559.0,4773,0.6170540716708947,12207,2,1,33684.0,559.0
GELD-10751,21,Employed,24130.0,563.0,3097,0.6186986441705182,4203,0,0,24130.0,563.0
GELD-10752,26,Unemployed,12000.0,524.0,500,1.0534358996358322,1970,3,0,12000.0,524.0
GELD-10753,50,Employed,137406.0,636.0,23278,0.6232216277404719,22973,1,0,137406.0,636.0
GELD-10754,26,Employed,28882.0,710.0,9854,0.3147248512407515,6192,0,0,28882.0,710.0
GELD-10755,69,Employed,69806.0,706.0,13901,0.4790291480056045,9965,0,0,69806.0,706.0
GELD-10756,43,Employed,58745.0,641.0,9091,0.8460231475631821,9053,0,0,58745.0,641.0
GELD-10757,40,Employed,78985.0,677.0,16293,0.7199096746129345,20454,1,0,78985.0,677.0
GELD-10758,27,Employed,51745.0,635.0,12720,0.5941865034173601,6953,2,0,51745.0,635.0
GELD-10759,46,Employed,37082.0,606.0,6500,1.0953477364560136,9322,3,1,37082.0,606.0
GELD-10760,31,Employed,75954.0,598.0,12439,0.5599362620923514,21351,0,0,75954.0,598.0
GELD-10761,39,Employed,72728.0,668.0,14706,0.4502018863707134,19178,0,0,72728.0,668.0
GELD-10762,68,Self-Employed,62927.0,691.0,15309,0.4108685023855921,13949,0,0,62927.0,691.0
GELD-10763,36,Unemployed,12000.0,493.0,894,0.846222427968981,1177,0,0,12000.0,493.0
GELD-10764,51,Employed,41360.0,,7733,0.6978581876764414,5145,1,1,41360.0,607.5
GELD-10765,29,Employed,26864.0,592.0,6632,0.6452154942953966,3153,1,0,26864.0,592.0
GELD-10766,37,Employed,78332.0,677.0,16134,0.5869619230443812,13593,0,0,78332.0,677.0
GELD-10767,59,Employed,65561.0,731.0,14001,0.3318428590849287,13402,0,0,65561.0,731.0
GELD-10768,30,Employed,35080.0,588.0,6008,0.9770978257222416,4398,3,1,35080.0,588.0
GELD-10769,59,Employed,42516.0,654.0,10640,0.8364935845420898,8010,2,0,42516.0,654.0
GELD-10770,46,Employed,43912.0,660.0,10258,0.5967556377960885,11656,0,0,43912.0,660.0
GELD-10771,31,Employed,,545.0,3826,0.7489571056816002,3763,0,0,44583.0,545.0
GELD-10772,45,Employed,37498.0,615.0,7768,0.698384987600746,5457,0,0,37498.0,615.0
GELD-10773,49,Self-Employed,32525.0,619.0,4993,0.7325331475160302,10531,1,0,32525.0,619.0
GELD-10774,45,Student,12000.0,524.0,3260,0.8392546577718403,42127,1,0,12000.0,524.0
GELD-10775,19,Employed,19427.0,671.0,5598,0.6622115695990534,4497,1,0,19427.0,671.0
GELD-10776,29,Employed,26051.0,506.0,3362,0.8123547223862021,8634,1,0,26051.0,506.0
GELD-10777,35,Unemployed,20192.0,475.0,2529,0.7369985049214928,2541,0,0,20192.0,475.0
GELD-10778,37,Unemployed,14278.0,602.0,4038,0.7569762982796879,1851,0,0,14278.0,602.0
GELD-10779,45,Employed,38156.0,648.0,9729,0.5879791582922408,7022,1,0,38156.0,648.0
GELD-10780,40,Employed,61242.0,577.0,11458,0.7591383436778663,12703,1,0,61242.0,577.0
GELD-10781,21,Employed,32686.0,602.0,6504,0.5286673560831614,5105,0,0,32686.0,602.0
GELD-10782,42,Employed,92594.0,736.0,19282,0.480134785137449,41129,0,0,92594.0,736.0
GELD-10783,45,Employed,37482.0,610.0,8203,0.5907333802914653,9386,1,0,37482.0,610.0
GELD-10784,44,Employed,88561.0,792.0,17900,0.5686256980121072,12961,1,0,88561.0,792.0
GELD-10785,50,Employed,42338.0,538.0,6847,0.824153275837733,4949,1,1,42338.0,538.0
GELD-10786,48,Employed,29698.0,643.0,6806,0.5592996053039745,5846,0,0,29698.0,643.0
GELD-10787,43,Self-Employed,75046.0,705.0,15704,0.4918853063983566,18058,0,0,75046.0,705.0
GELD-10788,37,Employed,96842.0,704.0,17647,0.6469503797246953,40823,0,0,96842.0,704.0
GELD-10789,18,Employed,86804.0,611.0,14432,0.7586610238491519,18065,0,0,86804.0,611.0
GELD-10790,43,Employed,31575.0,589.0,9291,0.726692225192191,5784,1,0,31575.0,589.0
GELD-10791,40,Employed,74199.0,663.0,15473,0.7184620669957382,10136,1,0,74199.0,663.0
GELD-10792,41,Student,12000.0,606.0,2567,0.915133800244082,30571,1,1,12000.0,606.0
GELD-10793,22,Employed,38536.0,609.0,8598,0.5910660194953642,11684,1,0,38536.0,609.0
GELD-10794,25,Employed,27952.0,624.0,6602,0.4917730881665639,2760,1,0,27952.0,624.0
GELD-10795,50,Self-Employed,30691.0,562.0,6306,0.8682321668787925,6384,2,1,30691.0,562.0
GELD-10796,37,Employed,38210.0,589.0,7539,0.6426277528283434,5129,1,1,38210.0,589.0
GELD-10797,46,Unemployed,12000.0,501.0,3602,0.9389811940423104,1407,1,0,12000.0,501.0
GELD-10798,38,Employed,40599.0,585.0,8138,0.8578332572193164,16140,0,0,40599.0,585.0
GELD-10799,38,Employed,72880.0,688.0,14222,0.6417142670055711,20983,0,0,72880.0,688.0
GELD-10800,49,Employed,86000.0,672.0,17559,0.5251079230177225,13624,1,0,86000.0,672.0
GELD-10801,31,Employed,70955.0,755.0,15583,0.2728972183495232,13429,0,0,70955.0,755.0
GELD-10802,39,Self-Employed,112246.0,687.0,20385,0.4376591673512088,19960,1,0,112246.0,687.0
GELD-10803,32,Self-Employed,65324.0,623.0,12483,0.5472577708105368,8407,0,0,65324.0,623.0
GELD-10804,32,Employed,31332.0,592.0,6215,0.7952213991935332,5095,1,0,31332.0,592.0
GELD-10805,34,Employed,100059.0,626.0,17290,0.9396082927649982,27642,1,0,100059.0,626.0
GELD-10806,40,Self-Employed,41261.0,605.0,7199,0.575408251741569,6643,0,0,41261.0,605.0
GELD-10807,32,Unemployed,12241.0,584.0,2221,0.7659483731722235,2975,0,0,12241.0,584.0
GELD-10808,53,Employed,109993.0,702.0,18637,0.5270795446395375,17764,0,0,109993.0,702.0
GELD-10809,27,Employed,66536.0,574.0,9224,0.6306884817646838,8365,3,0,66536.0,574.0
GELD-10810,35,Employed,27631.0,541.0,3563,0.924770478686461,8995,2,0,27631.0,541.0
GELD-10811,32,Unemployed,12000.0,504.0,1610,1.1,1033,3,1,12000.0,504.0
GELD-10812,55,Employed,98246.0,691.0,18329,0.6318978221482036,40506,1,0,98246.0,691.0
GELD-10813,40,Employed,50206.0,677.0,10309,0.7204823383665395,15109,1,1,50206.0,677.0
GELD-10814,50,Self-Employed,56151.0,571.0,6167,0.7860054179276317,12196,2,1,56151.0,571.0
GELD-10815,20,Employed,38113.0,559.0,9140,0.7577546256098606,6437,0,0,38113.0,559.0
GELD-10816,41,Employed,74112.0,650.0,15446,0.8766013187201296,12915,3,1,74112.0,650.0
GELD-10817,48,Employed,61418.0,549.0,10763,0.6321855931426194,13446,1,0,61418.0,549.0
GELD-10818,38,Employed,49320.0,572.0,11555,0.6082126108825878,10721,2,0,49320.0,572.0
GELD-10819,50,Employed,47065.0,595.0,7303,0.4859993589001297,6474,0,0,47065.0,595.0
GELD-10820,31,Employed,79702.0,593.0,16460,0.7914401150686934,16533,1,0,79702.0,593.0
GELD-10821,54,Employed,69501.0,667.0,11983,0.731785813956874,15561,0,0,69501.0,667.0
GELD-10822,65,Employed,36189.0,633.0,8180,0.6791157307135312,6478,0,0,36189.0,633.0
GELD-10823,33,Self-Employed,88163.0,617.0,13419,0.7478994989981802,43591,0,0,88163.0,617.0
GELD-10824,32,Self-Employed,51120.0,628.0,9994,0.5626212399153351,9782,0,0,51120.0,628.0
GELD-10825,55,Employed,36928.0,713.0,9952,0.498847993078053,3682,0,0,36928.0,713.0
GELD-10826,56,Employed,38501.0,711.0,9341,0.5242122305517061,5189,1,0,38501.0,711.0
GELD-10827,31,Employed,34876.0,492.0,6158,0.7152887382475728,9329,3,0,34876.0,492.0
GELD-10828,32,Employed,47926.0,632.0,9713,0.5327604057942654,7247,0,0,47926.0,632.0
GELD-10829,34,Employed,94388.0,643.0,15948,0.6895128867507141,12805,0,0,94388.0,643.0
GELD-10830,21,Employed,18855.0,565.0,3148,0.6365721516132291,6652,3,1,18855.0,565.0
GELD-10831,26,Employed,58971.0,585.0,11592,0.82358794451836,12742,1,0,58971.0,585.0
GELD-10832,25,Employed,40315.0,591.0,6704,0.9561696874879868,6399,1,1,40315.0,591.0
GELD-10833,28,Employed,48187.0,605.0,10491,0.6605347786553475,3214,1,0,48187.0,605.0
GELD-10834,37,Employed,27459.0,561.0,7050,0.7721489632367872,7105,1,1,27459.0,561.0
GELD-10835,40,Employed,49057.0,571.0,6133,0.5688532601183003,9965,0,0,49057.0,571.0
GELD-10836,56,Employed,49653.0,618.0,11271,0.5376991739623667,16866,1,1,49653.0,618.0
GELD-10837,26,Employed,69087.0,627.0,15739,0.5022542333165244,9002,4,0,69087.0,627.0
GELD-10838,49,Unemployed,12000.0,582.0,3654,0.7671432619489487,2086,2,0,12000.0,582.0
GELD-10839,35,Unemployed,12000.0,574.0,4030,0.8638191928347928,2730,0,0,12000.0,574.0
GELD-10840,37,Employed,88246.0,626.0,17060,0.5598786453295287,29444,0,0,88246.0,626.0
GELD-10841,46,Employed,59553.0,650.0,11219,0.8295131974300041,13333,1,0,59553.0,650.0
GELD-10842,24,Employed,29617.0,621.0,6893,0.917644514320354,4505,0,0,29617.0,621.0
GELD-10843,42,Employed,53952.0,682.0,9397,0.579392214624382,18305,0,0,53952.0,682.0
GELD-10844,39,Employed,42916.0,605.0,8535,0.7337578287226753,7647,0,1,42916.0,605.0
GELD-10845,43,Self-Employed,59755.0,,11870,0.6733756360359608,12965,2,0,59755.0,607.5
GELD-10846,41,Employed,67105.0,645.0,13449,0.6672472268297487,18293,1,0,67105.0,645.0
GELD-10847,67,Self-Employed,18512.0,569.0,5616,0.5302537037956457,6984,0,0,18512.0,569.0
GELD-10848,30,Employed,42512.0,585.0,6744,0.7057224062136189,9947,0,0,42512.0,585.0
GELD-10849,31,Employed,48304.0,639.0,8948,0.4165591949908236,27451,1,0,48304.0,639.0
GELD-10850,30,Self-Employed,60795.0,645.0,14572,0.8205593844079632,11842,1,0,60795.0,645.0
GELD-10851,31,Employed,92687.0,633.0,16071,0.8278741712092151,21044,2,0,92687.0,633.0
GELD-10852,30,Employed,38281.0,601.0,7860,0.6668442854847564,6034,0,0,38281.0,601.0
GELD-10853,52,Employed,43300.0,587.0,7960,0.9978034965001086,9946,0,0,43300.0,587.0
GELD-10854,55,Employed,43017.0,668.0,8244,0.9599860236918664,9781,1,0,43017.0,668.0
GELD-10855,31,Student,12000.0,547.0,5081,0.7258285968999507,30087,0,0,12000.0,547.0
GELD-10856,28,Employed,46340.0,582.0,7635,0.8671616702618588,11176,2,1,46340.0,582.0
GELD-10857,43,Student,15327.0,554.0,1580,1.1,46689,0,1,15327.0,554.0
GELD-10858,31,Student,12000.0,547.0,1969,0.7956400636026818,21895,1,0,12000.0,547.0
GELD-10859,45,Self-Employed,65677.0,618.0,8972,0.5069102788244719,10133,0,0,65677.0,618.0
GELD-10860,40,Employed,25188.0,625.0,5051,0.7096561960189167,6335,1,1,25188.0,625.0
GELD-10861,19,Employed,21041.0,537.0,2369,0.8398294995894331,3396,0,0,21041.0,537.0
GELD-10862,56,Unemployed,12000.0,643.0,5300,0.6959282327288664,1385,2,1,12000.0,643.0
GELD-10863,59,Employed,115114.0,784.0,21368,0.3882775642542051,14788,1,0,115114.0,784.0
GELD-10864,30,Employed,47874.0,555.0,9502,0.716127813040812,6041,3,1,47874.0,555.0
GELD-10865,33,Employed,20119.0,580.0,6555,0.5270637009198454,3288,3,0,20119.0,580.0
GELD-10866,41,Employed,22037.0,558.0,5521,0.7793510122874521,3170,2,1,22037.0,558.0
GELD-10867,42,Employed,55012.0,609.0,9890,0.975967336463274,11008,5,1,55012.0,609.0
GELD-10868,45,Employed,71410.0,746.0,15351,0.6197273627544317,12325,2,0,71410.0,746.0
GELD-10869,62,Employed,48111.0,633.0,7323,0.4773354880441676,11941,0,0,48111.0,633.0
GELD-10870,35,Unemployed,12000.0,550.0,2499,0.671935479946269,2823,2,0,12000.0,550.0
GELD-10871,28,Employed,91401.0,667.0,15425,0.540657838942964,16211,1,0,91401.0,667.0
GELD-10872,21,Unemployed,12000.0,460.0,2121,1.073799000713788,3982,2,1,12000.0,460.0
GELD-10873,29,Employed,81040.0,589.0,17617,1.0907847096016197,11295,3,1,81040.0,589.0
GELD-10874,37,Self-Employed,25993.0,528.0,5152,0.654528789233361,7849,1,0,25993.0,528.0
GELD-10875,59,Employed,36054.0,587.0,3987,0.8139887388656772,7748,0,0,36054.0,587.0
GELD-10876,31,Self-Employed,24024.0,435.0,1891,1.1,4142,2,1,24024.0,435.0
GELD-10877,40,Employed,47873.0,642.0,9920,0.4409160253237634,15185,0,0,47873.0,642.0
GELD-10878,37,Self-Employed,53060.0,718.0,12014,0.4412229314428668,13387,0,0,53060.0,718.0
GELD-10879,52,Employed,57030.0,649.0,10140,0.884888687772516,7488,2,0,57030.0,649.0
